Name,Subtitle,AM Service Time,PM Service Time,Street,City,State,Postcode,Phone,Email,Website,Minister/Pastor,URL,Presbytery,pcharge_status,Latitude,Longitude,Attempt,Lat_adj,Lon_adj
Riverwood,Unknown,10.00,Unknown,Hannans Rd Public School,Riverwood,New South Wales,2210,Unknown,Unknown,http://www.riverwoodpressie.org.au,Daniel Presland,https://preskey.org.au/index.php/new-south-wales-act/item/riverwood?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-33.94527,151.05758,0,-33.9452699,151.05757496194258
Rockdale,Unknown,9.30 a.m. (Bexley),5.30 p.m. (Rockdale),Cnr Herbert & Watkins St,Rockdale,New South Wales,2216,Unknown,Unknown,Unknown,Ramise Biu Tabuatamata,https://preskey.org.au/index.php/new-south-wales-act/item/rockdale?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-33.95138,151.13443,0,-33.9542619,151.1403655
Rollands Plains,Unknown,Unknown,7.00 (2nd and 4th Sun),543 Upper Rollands Plains Rd. (this building is 5.43km from the community hall at the centre of Rollands Plains). In a paddock - go through farm gate - can see the building from the gate/road,Rollands Plains,New South Wales,Unknown,Unknown,Unknown,http://wauchpresbyterian.org,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/rollands-plains?category_id=48,Presbytery of the Mid North Coast,Home Mission Charge,-31.27863,152.6622,2,,
Rookhurst,Unknown,11.30 AM (4th Sun each Month),Unknown,Thunderbolt's Way,Rookhurst,New South Wales,2422,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/rookhurst?category_id=48,Presbytery of the Mid North Coast,Home Mission Charge,-31.88839,151.87411,0,-31.8975013,151.8791494
"Roseville, St Luke's",Unknown,9.30,5.00,28 Lord St,Roseville,New South Wales,2069,Unknown,Unknown,http://roseville.presbyterian.org.au,Cornelius Nel,https://preskey.org.au/index.php/new-south-wales-act/item/roseville-st-luke-s?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.78242,151.18094,0,-33.784545,151.1778441
Rutherford,Unknown,8.45,Unknown,183-185 New England Hwy,Rutherford,New South Wales,2320,Unknown,Unknown,https://www.facebook.com/maitlandpresbyterianchurch/,Russell Vandervelden,https://preskey.org.au/index.php/new-south-wales-act/item/rutherford-mackay-memorial?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-32.71936,151.53345,0,-32.7133424,151.5219235
"Ryde, St James",Unknown,10.00,Unknown,Bowden St (Cnr Squire St),Ryde,New South Wales,2112,Unknown,Unknown,http://achurchinryde.com,David Mark Woolcott,https://preskey.org.au/index.php/new-south-wales-act/item/ryde-st-james?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.81322,151.09671,0,-33.801575099999994,151.1046051513023
Scone,Unknown,Unknown,3.00,37 Guernsey St,Scone,New South Wales,2337,Unknown,Unknown,Unknown,Timothy Wonil Lee,https://preskey.org.au/index.php/new-south-wales-act/item/scone?category_id=48,Presbytery of the Hunter,Home Mission Charge,-32.04806,150.86526,0,-32.0524551,150.8647646
Sydney Liberty,Unknown,"9.30 (English), 11.00 (Korean)",1.00,5 South St,Rydalmere,New South Wales,2116,Unknown,Unknown,Unknown,Byeong Jae Ryu,https://preskey.org.au/index.php/new-south-wales-act/item/siloam-korean?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.81418,151.03449,0,-33.8117088,151.0411702
Singleton,Unknown,9.30,Unknown,7-9 Elizabeth St,Singleton,New South Wales,2330,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/singleton?category_id=48,Presbytery of the Hunter,Home Mission Charge,-32.56271,151.17061,0,-32.5664044,151.1733972
Connect South Grafton,Unknown,9.00,7.00,69 Wharf St,South Grafton,New South Wales,2460,Unknown,Unknown,Unknown,Jason Barker,https://preskey.org.au/index.php/new-south-wales-act/item/connect-south-grafton-presbyterian-church?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-29.70563,152.9362,0,-29.7130224,152.9374417
"South Wagga Wagga, St Aidan's",Unknown,9.00 & 10.30,5.00,62-64 Coleman St,South Wagga Wagga,New South Wales,2650,Unknown,Unknown,http://staidanswagga.org.au,Jon Blyth,https://preskey.org.au/index.php/new-south-wales-act/item/south-wagga-wagga-st-aidan-s?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-35.12319,147.36166,0,-35.11531415,147.36114027743247
"Southern Cross, Lismore",Unknown,9.30,6.00,8-10 Park Ave,East Lismore,New South Wales,2480,Unknown,Unknown,http://www.scpc.org.au,Peter Thompson,https://preskey.org.au/index.php/new-south-wales-act/item/southern-cross-lismore?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.82272,153.29159,0,-28.8216638,153.2884783
Springwood,Unknown,10.30,6.00,160 Macquarie Rd,Springwood,New South Wales,2777,Unknown,Unknown,http://springwoodpresbyterianchurches.org.au,Kirk Patston,https://preskey.org.au/index.php/new-south-wales-act/item/springwood?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.69902,150.56633,0,-33.6991909,150.5692931
St Marys,Unknown,9.30,6.30,16 Marsden St,St Marys,New South Wales,2760,Unknown,Unknown,http://stmaryspres.org/,(Damien) Chung Yup Choi,https://preskey.org.au/index.php/new-south-wales-act/item/st-marys?category_id=48,Presbytery of Western Sydney,Home Mission Charge,-33.77467,150.78646,0,-33.7650204,150.7677778
"Sutherland, St Andrew's",Unknown,9.30,Unknown,90 Glencoe Sts,Sutherland,New South Wales,2232,Unknown,Unknown,Unknown,Luke Yoo,https://preskey.org.au/index.php/new-south-wales-act/item/sutherland-st-andrew-s?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-34.0329,151.06352,0,-34.0717253,151.04929585694757
Swansea,Unknown,8.00,Unknown,20 Macquarie St,Swansea,New South Wales,2281,Unknown,Unknown,https://swanseapresbyterian.wordpress.com/,Stephen Taylor,https://preskey.org.au/index.php/new-south-wales-act/item/swansea?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-33.08734,151.63663,0,-33.0866519,151.6346059
Sydney,Unknown,10.30,Unknown,44 Margaret St,Sydney,New South Wales,2000,Unknown,Unknown,http://www.scotschurchsydney.org,Craig Tucker,https://preskey.org.au/index.php/new-south-wales-act/item/sydney?category_id=48,Presbytery of Sydney East,Church Plant,-33.86479,151.20583,0,-33.8646108,151.20583506680555
Tamworth Community,Unknown,10.00,Unknown,"Tamworth South Public School, Woodward Avenue",South Tamworth,New South Wales,2340,Unknown,Unknown,http://www.tcpc.org.au,Jarrod McNaughton,https://preskey.org.au/index.php/new-south-wales-act/item/tamworth-community?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-31.10633,150.90996,0,-31.1094444,150.9147222
"Tamworth, St Stephen's",Unknown,9.00,Unknown,18B Mathews Street,Tamworth,New South Wales,2340,Unknown,Unknown,http://ststephenstamworth.com.au,Mark Armstrong,https://preskey.org.au/index.php/new-south-wales-act/item/tamworth-st-stephen-s?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-31.09952,150.92124,0,-31.0900743,150.9290159
"Taralga, St Stephen's",Unknown,11.30,Unknown,Bannaby St,Taralga,New South Wales,2580,Unknown,Unknown,Unknown,Mike Adams,https://preskey.org.au/index.php/new-south-wales-act/item/taralga-st-stephen-s?category_id=48,Presbytery of Canberra,Home Mission Charge,-34.39499,149.94902,0,-34.4205718,149.9148268
Taree,Unknown,9.00,6.00,78 Albert St,Taree,New South Wales,2430,Unknown,Unknown,http://tareepresbyterian.com.au,Vaughan Smith,https://preskey.org.au/index.php/new-south-wales-act/item/taree?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-31.91338,152.45757,0,-31.912864,152.4608481
Temora,Unknown,9.00,Unknown,De Boos St,Temora,New South Wales,2666,Unknown,Unknown,https://temorapresbyterian.wordpress.com,Derek Yu,https://preskey.org.au/index.php/new-south-wales-act/item/temora?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-34.44791,147.53578,0,-34.4464439,147.5351768
"Tenterfield, St Stephen's",Unknown,10.00,Unknown,117 Logan St,Tenterfield,New South Wales,2372,Unknown,Unknown,http://tp4c.org.au,Jim Seymour,https://preskey.org.au/index.php/new-south-wales-act/item/tenterfield-st-stephen-s?category_id=48,Presbytery of North Inland NSW,Home Mission Charge,-29.05609,152.02131,0,-28.838430000000002,152.28131658123107
Terrigal,Unknown,9.00,Unknown,2 Willoughby Rd,Terrigal,New South Wales,2260,Unknown,Unknown,http://terrigalpc.org.au,Jesse Huckel,https://preskey.org.au/index.php/new-south-wales-act/item/terrigal-presbyterian-church?category_id=48,Presbytery of Central Coast,Full (Sanctioned) Charge,-33.43781,151.4386,0,-33.4483315,151.4427717
"The Entrance, St Andrew's",Unknown,"9am (English), 11am (Korean)",Unknown,136 The Entrance Rd,The Entrance,New South Wales,2261,Unknown,Unknown,https://www.theentrancepc.org,Hong Ki Ahn,https://preskey.org.au/index.php/new-south-wales-act/item/the-entrance-st-andrew-s?category_id=48,Presbytery of Central Coast,Full (Sanctioned) Charge,-33.34695,151.49406,0,-33.3440586,151.4960171
Tooraweenah,Unknown,9.00 (4th Sunday of the month),Unknown,Unknown,Tooraweenah,New South Wales,2827,Unknown,Unknown,http://www.gilgandrapc.com,Peter Tamsett,https://preskey.org.au/index.php/new-south-wales-act/item/tooraweenah?category_id=48,Presbytery of Central West,Full (Sanctioned) Charge,-31.46929,148.92135,0,-31.4403083,148.9093839
Tottenham,Unknown,Unknown,4.00,Umang St,Tottenham,New South Wales,2873,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tottenham?category_id=48,Presbytery of Central West,Home Mission Charge,-32.24394,147.35538,0,-32.2441908,147.3575627
"Toukley, St David's",Unknown,9.30,6.00 (2nd and 3rd Sun of Quarter),Cnr Victoria Ave & Hargraves St,Toukley,New South Wales,2263,Unknown,Unknown,Unknown,Paul O'Rourke,https://preskey.org.au/index.php/new-south-wales-act/item/toukley-st-david-s?category_id=48,Presbytery of Central Coast,Full (Sanctioned) Charge,-33.2656,151.54188,0,-33.2633333,151.5313889
Trundle,Unknown,9.00,6.00 (4th Sunday),Gobondery St,Trundle,New South Wales,2875,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/trundle?category_id=48,Presbytery of Central West,Home Mission Charge,-32.92152,147.70797,0,-32.9209871,147.7077896
Tullamore,Unknown,11.15,Unknown,Cnr Kitchener & Haylock Sts,Tullamore,New South Wales,2874,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tullamore?category_id=48,Presbytery of Central West,Home Mission Charge,-32.63156,147.56706,0,-32.6316667,147.5677778
Tuross Head,Unknown,8.00,Unknown,Cnr Hector McWilliam Dr & Drake St,Tuross Head,New South Wales,2537,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tuross-head?category_id=48,Presbytery of Canberra,Full (Sanctioned) Charge,-36.05941,150.13122,0,-36.0594486,150.1381172
Tweed Heads,Unknown,9.00 am (traditional) and 10.45 am (contemporary family),Unknown,Cnr Wharf & Florence Sts,Tweed Heads,New South Wales,2485,Unknown,Unknown,http://www.tweedpc.org.au,Michael Boyd,https://preskey.org.au/index.php/new-south-wales-act/item/tweed-heads?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.17578,153.54172,0,-28.181708,153.5469621
Unanderra,Unknown,9.30,Unknown,Cnr Maynes Prd & Hargraves St,Unanderra,New South Wales,2526,Unknown,Unknown,http://www.unanderrapresychurch.com.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/unanderra?category_id=48,Presbytery of the Illawarra,Home Mission Charge,-34.45093,150.84229,0,-34.4546772,150.8460733
"Wagga Wagga, St Andrew's",Unknown,8:45am. 10:30am.,Unknown,Cross St,Wagga Wagga,New South Wales,2650,Unknown,Unknown,http://www.saintandrews.net.au,Matthew Purnell,https://preskey.org.au/index.php/new-south-wales-act/item/wagga-wagga-st-andrew-s?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-35.10817,147.37344,0,-35.1082088,147.373397
Wahroonga,Unknown,9.30,Unknown,Cnr Stuart St & Illoura Ave,Wahroonga,New South Wales,2076,Unknown,Unknown,http://www.wpc.net.au,John Woldhuis,https://preskey.org.au/index.php/new-south-wales-act/item/wahroonga?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.71639,151.11814,0,-33.7183413,151.1174435
"Walcha, St Paul's",Unknown,9.30,Unknown,14E Hill St,Walcha,New South Wales,2354,Unknown,Unknown,http://www.walchapc.org.au,Graham Barnes,https://preskey.org.au/index.php/new-south-wales-act/item/walcha-st-paul-s?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-30.98209,151.59539,0,-31.197580600000002,151.7491266235635
Wallerawang,Unknown,8.30am first and third Sundays,Unknown,Main Street,Wallerawang,New South Wales,2790,Unknown,Unknown,http://bowenfelspresbyterianparish.org.au,Stephen Fong,https://preskey.org.au/index.php/new-south-wales-act/item/wallerawang?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.40352,150.07266,0,-33.4109887,150.0640682
Grace (Wallsend),Unknown,10.00,Unknown,144 Nelson St,Wallsend,New South Wales,2287,Unknown,Unknown,Unknown,Matt Crocker,https://preskey.org.au/index.php/new-south-wales-act/item/wallsend?category_id=48,Presbytery of the Hunter,Home Mission Charge,-32.90229,151.66977,0,-32.90584153152902,151.66557870130316
Wards River,Unknown,11.30 AM (1st Sun Each Month),Unknown,Bucketts Way,Wards River,New South Wales,2422,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wards-river?category_id=48,Presbytery of the Mid North Coast,Home Mission Charge,-32.20725,151.93934,0,-32.1854477,151.9411498
Warialda,Unknown,Unknown,Unknown,Stephen St,Warialda,New South Wales,2402,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/warialda?category_id=48,unknown,Home Mission Charge,-29.53782,150.57551,0,-29.534656,150.5761735
"Warren, St Andrew's",Unknown,9.30,Unknown,Burton St,Warren,New South Wales,2824,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/warren-st-andrew-s?category_id=48,Presbytery of Central West,Full (Sanctioned) Charge,-31.70005,147.83636,0,-31.7026208,147.8322299
Wauchope,Unknown,9.30,Unknown,"Wauchope Country Club Auditorium, 24 King Street",Wauchope,New South Wales,2446,Unknown,Unknown,http://www.wauchopepresbyterian.org,Samuel Gittins,https://preskey.org.au/index.php/new-south-wales-act/item/wauchope?category_id=48,Presbytery of the Mid North Coast,Home Mission Charge,-31.46277,152.72847,0,-31.4557879,152.734664
Wee Waa,Unknown,10.30 (W) 9.15 (S),Unknown,Mitchel St,Wee Waa,New South Wales,2388,Unknown,Unknown,Unknown,Stephen Bignall,https://preskey.org.au/index.php/new-south-wales-act/item/wee-waa?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-30.22314,149.442,0,-30.2242076,149.4401917
Wentworth Falls,Unknown,9.00 am,Unknown,62 Falls Rd,Wentworth Falls,New South Wales,2782,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wentworth-falls?category_id=48,Presbytery of Central Tablelands,Full (Sanctioned) Charge,-33.71416,150.37262,0,-33.714155500000004,150.37260135954435
"West Wyalong, Pioneer Memorial",Unknown,10.30,Unknown,See Sidebar Notes,West Wyalong,New South Wales,2671,Unknown,Unknown,http://www.wwpreschurch.org,Andrew Cooper,https://preskey.org.au/index.php/new-south-wales-act/item/west-wyalong-pioneer-memorial?category_id=48,Moderator/Interim ModeratorDerek Yu,Home Mission Charge,-33.92332,147.20623,0,-33.923661,147.2050849
"Hope at the Hill, Rooty Hill",Unknown,10.00,Unknown,12 Rooty Hill Rd,Rooty Hill,New South Wales,2766,Unknown,Unknown,http://rootyhill.church,Kenneth Gray,https://preskey.org.au/index.php/new-south-wales-act/item/western-blacktown?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.77081,150.84378,0,-33.7688649,150.8411802
"Windsor, Hawkesbury District",Unknown,10.00,Unknown,46 Drummond St,Windsor,New South Wales,2756,Unknown,Unknown,http://hdpc.org.au,Scott Dufty,https://preskey.org.au/index.php/new-south-wales-act/item/windsor-hawkesbury-district?category_id=48,Presbytery of Western Sydney,Home Mission Charge,-33.62289,150.80432,0,-33.6055342,150.821953
Wingham,Unknown,9.30,Unknown,32 Moon St,Wingham,New South Wales,2429,Unknown,Unknown,http://www.winghampresbyterian.com/,Paul Smith,https://preskey.org.au/index.php/new-south-wales-act/item/wingham?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-31.87256,152.36535,0,-31.865,152.3677778
Winmalee,Unknown,9.00,Unknown,481 Hawkesbury Rd,Winmalee,New South Wales,2777,Unknown,Unknown,Unknown,Rod Thompson,https://preskey.org.au/index.php/new-south-wales-act/item/winmalee?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.67326,150.61489,0,-33.6727306,150.6309853
Wollomombi / Kilcoy,Unknown,Unknown,3.00 (3rd Sunday of the month),Wollomombi Village Rd,Wollomombi,New South Wales,2350,Unknown,Unknown,Unknown,David Seaman,https://preskey.org.au/index.php/new-south-wales-act/item/wollomombi-kilcoy?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-30.51195,152.04666,0,-30.5115039,152.0431839
Wollondilly,Unknown,9.15,5.30,Abelia St,Tahmoor,New South Wales,2573,Unknown,Unknown,Unknown,Joshua (Whangi) Jung,https://preskey.org.au/index.php/new-south-wales-act/item/wollondilly?category_id=48,Presbytery of the Illawarra,Home Mission Charge,-34.22219,150.59502,0,-34.2218044,150.5948739
Crossroads (Wollongbar),Unknown,9.30,Unknown,"Wollongbar Public School, Simpsons Ave",Wollongbar,New South Wales,2477,Unknown,Unknown,http://crpc.org.au,Brad Fletcher,https://preskey.org.au/index.php/new-south-wales-act/item/crossroads-wollongbar?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-28.82701,153.4201,0,-28.820601,153.4219372
Woolbrook,Unknown,8.00 (1st Sun of Month),Unknown,Church St,Woolbrook,New South Wales,2354,Unknown,Unknown,http://www.walchapc.org.au,Graham Barnes,https://preskey.org.au/index.php/new-south-wales-act/item/woolbrook?category_id=48,Presbytery of North Inland NSW,Full (Sanctioned) Charge,-30.96933,151.34266,0,-30.9693474,151.3440968
Woonona,Unknown,8.00 & 9.30,6.00,7 Gray St,Woonona,New South Wales,2517,Unknown,Unknown,http://www.woononapcc.org.au/,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/woonona?category_id=48,Presbytery of the Illawarra,Full (Sanctioned) Charge,-34.34672,150.90738,0,-34.347051,150.9075386
"Woy Woy, St David's",Unknown,9.00 & 10.30,Unknown,118-120 Blackwall Rd,Woy Woy,New South Wales,2256,Unknown,Unknown,http://woywoypresbyterian.org,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/woy-woy-st-david-s?category_id=48,Presbytery of Central Coast,Full (Sanctioned) Charge,-33.49,151.32684,0,-33.4850277,151.3243567
Yamba,Unknown,10.15,Unknown,2 Freeburn St,Yamba,New South Wales,2464,Unknown,Unknown,http://www.ypc.org.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/yamba?category_id=48,Presbytery of the Northern Rivers,Full (Sanctioned) Charge,-29.43724,153.34713,0,-29.43733935,153.34698395504492
Yerong Creek,Unknown,no regular service,Unknown,2-4 Cole St,Yerong Creek,New South Wales,2642,Unknown,Unknown,Unknown,Craig Nicholas,https://preskey.org.au/index.php/new-south-wales-act/item/yerong-creek?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-35.38808,147.06145,0,-35.3871021,147.058152
Young,Unknown,9.30,Unknown,Cnr Lynch & Lovell Sts,Young,New South Wales,2549,Unknown,Unknown,http://youngpc.org.au/,Steve White,https://preskey.org.au/index.php/new-south-wales-act/item/young?category_id=48,Presbytery of Southern Rivers,Full (Sanctioned) Charge,-34.31221,148.29827,0,-34.3103512,148.2971801
"Canberra, Church of St Andrew",Unknown,9.30,5.00,1 State Circle,Forrest,Australian Capital Territory,2603,Unknown,Unknown,http://www.standrewscanberra.com,David Campbell,https://preskey.org.au/index.php/new-south-wales-act/item/canberra-church-of-st-andrew?category_id=48,Presbytery of Canberra,Full (Sanctioned) Charge,-35.30978,149.12955,0,-35.31202645,149.12774930174334
"Gungahlin-Ngunnawal, New Life",Unknown,10am Ngunnawal Primary School Cnr Unaipon & Wanganeen Ave,Sunday 4pm New Life Presbyterian Church 107 Wanganeen Ave,107 Wanganeen Ave,Ngunnawal,Australian Capital Territory,2913,Unknown,Unknown,http://www.nlpc.church,Russell Smidt,https://preskey.org.au/index.php/new-south-wales-act/item/gungahlin-new-life?category_id=48,Other WorkersBrock JohnstonTim Baron,Full (Sanctioned) Charge,-35.16928,149.11048,0,-35.1738682,149.1087134
Tuggeranong,Unknown,10.00,5.00,"Gowrie Primary School, Jeffries St",Gowrie,Australian Capital Territory,2904,Unknown,Unknown,http://www.tpc.org.au,David Brookes,https://preskey.org.au/index.php/new-south-wales-act/item/tuggeranong?category_id=48,Presbytery of Canberra,Full (Sanctioned) Charge,-35.41267,149.11102,0,-35.41272315,149.1109844529009
Weston Creek,Unknown,9.30,Unknown,Mahony Crt,Weston,Australian Capital Territory,2611,Unknown,Unknown,Unknown,David Campbell,https://preskey.org.au/index.php/new-south-wales-act/item/weston-creek?category_id=48,Presbytery of Canberra,Full (Sanctioned) Charge,-35.34059,149.05303,0,-35.340591,149.0528997
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New South Wales,Unknown,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/david-gae-mcdonald?category_id=48,unknown,unknown,-33.86974,151.20825,0,-30.0522391,152.9739428
Kingsford (Kingsway),Unknown,9.00,4.00,94 Houston Rd,Kingsford,New South Wales,2019,Unknown,Unknown,http://www.kingswaychurch.org.au,Darwin Agahari,https://preskey.org.au/index.php/new-south-wales-act/item/kingsford-kingsway?category_id=48,Presbytery of Sydney Inner West,Full (Sanctioned) Charge,-33.92433,151.22686,0,-33.92167377517339,151.2272383728288
Captivate (Chinese),Unknown,Unknown,Unknown,201 Coxs Road,North Ryde,New South Wales,2113,Unknown,Unknown,Unknown,Alan Au,https://preskey.org.au/index.php/new-south-wales-act/item/captivate?category_id=48,unknown,Partoral Charge,-33.79452,151.12244,0,-33.7945664,151.12239092948994
"Anna Bay, Port Stephens,  Nelson Bay (Gateway)",Unknown,9.30,5.00,43 Gan Gan Road,Anna Bay,New South Wales,2316,Unknown,Unknown,http://gatewaypresbyterian.org.au/,Ross Pethybridge,https://preskey.org.au/index.php/new-south-wales-act/item/port-stephens-nelson-bay?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-32.77226,152.07726,0,-32.7779061,152.0890203
GracePoint (Burwood PM),Unknown,Unknown,5.00,205 Burwood Road,Burwood,New South Wales,2134,Unknown,Unknown,http://gracepoint.org.au,Eugene Hor,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-burwood-pm?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.88187,151.1024,0,-33.8858088,151.10248047317933
GracePoint (Burwood AM),Unknown,10.00,Unknown,"Fitzroy Centre, 22 Church St",Burwood,New South Wales,2134,Unknown,Unknown,http://gracepoint.org.au,Kngai Bunn (Owen) Seto,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-two?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.88189,151.10431,0,-33.885789392701994,151.10254358187933
GracePoint (Lidcombe),Unknown,9.45,Unknown,36-40 James Street,Lidcombe,New South Wales,2141,Unknown,Unknown,http://gracepoint.org.au,Elliot Ku,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-lidcombe-am?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.86693,151.04718,0,-33.8662344,151.0443314
GracePoint (Chinese),Unknown,"9.30 Mandarin, 11.00 Cantonese",5.00 Cantonese,36-40 James Street,Lidcombe,New South Wales,2141,Unknown,Unknown,http://gcpc.org.au,Edwin Kwok,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-chinese?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.86693,151.04718,0,-33.8630649,151.0456771
Chinese Christian Bilingual,Unknown,Unknown,Unknown,234 Blues Point Rd,North Sydney,New South Wales,2060,Unknown,Unknown,http://www.ccbc.co,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/chinese-christian-bilingual?category_id=48,unknown,Home Mission Charge,-33.8411,151.206,0,-33.83539633409742,151.2082459795165
Moonbi,Unknown,9.00,Unknown,52 Gill St,Moonbi,New South Wales,2353,Unknown,Unknown,Unknown,Mark Armstrong,https://preskey.org.au/index.php/new-south-wales-act/item/moonbi?category_id=48,Presbytery of North Inland NSW,Home Mission Charge,-31.01082,151.07209,0,-31.0182209,151.0708105
Hornsby,Unknown,9.30,Unknown,48-58 Clarke Road,Hornsby,New South Wales,2077,Unknown,Unknown,http://www.hornsbypc.org.au,James McFarlane,https://preskey.org.au/index.php/new-south-wales-act/item/hornsby?category_id=48,Presbytery of Sydney North,Appointment Charge,-33.71207,151.09563,0,-33.7120656,151.09562889505372
Kalos (Korean),Unknown,Unknown,Unknown,Cnr Victoria & Pittwater Streets,Gladesville,New South Wales,2111,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/kalos-korean?category_id=48,unknown,Full (Sanctioned) Charge,-33.83016,151.12672,0,-33.8275,151.1263889
South Coast (Burrill Lake),Unknown,10.00,Unknown,Burrill Lake Community Hall (67 Princes Hwy),Burrill Lake,New South Wales,2539,Unknown,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/south-coast-presbyterian-church?category_id=48,Presbytery of the Illawarra,Home Mission Charge,-35.38552,150.4528,0,-35.3862208,150.4498896
Cornerstone (Rhodes),Unknown,9.00,Unknown,"30 Shoreline Dr,",Rhodes,New South Wales,2138,Unknown,Unknown,http://www.cornerstonechurch.com.au,Steven Soldatos,https://preskey.org.au/index.php/new-south-wales-act/item/cornerstone-rhodes?category_id=48,Presbytery of Sydney Inner West,Full (Sanctioned) Charge,-33.82878,151.08369,0,-33.828387899999996,151.08342054548137
Moorooka,Unknown,9:30,Unknown,"The Lions Hall, 131 Koala Rd",Moorooka,Queensland,4105,Unknown,Unknown,http://moorooka.church,Geoff Tacon,https://preskey.org.au/index.php/new-south-wales-act/item/moorooka?category_id=48,Presbytery of Brisbane,Appointment Charge,-27.5323,153.03214,0,-27.5357999,153.0201543
South West Rocks,Unknown,11.00,Unknown,South West Rocks Public School,South West Rocks,New South Wales,2431,Unknown,Unknown,http://kswrpc.org,Bryan Kim,https://preskey.org.au/index.php/new-south-wales-act/item/south-west-rocks-2?category_id=48,Presbytery of the Mid North Coast,Full (Sanctioned) Charge,-30.90046,153.04134,0,-30.891147150000002,153.03981028364763
"City Park, Newcastle",Unknown,10.00,Unknown,Cnr Laman & Auckland Sts,Newcastle,New South Wales,2300,Unknown,Unknown,http://www.newcastlepresbyterian.org.au,Tim Ravenhall,https://preskey.org.au/index.php/new-south-wales-act/item/newcastle-st-andrew?category_id=48,Presbytery of the Hunter,Full (Sanctioned) Charge,-32.9293,151.77111,0,-32.9272881,151.7812534
